v1,v2,,,
spam,Assalamu'alaikum.. Halo temen - temen semua.. sebagaimana kita ketahui.. cloud computing adalah salah satu teknologi yang paling 'hot' dan juga paling banyak diminati. So pasti kita harus kenal nih dengan yang namanya teknologi cloud Dan pada kesempatan kali ini perkenankan kami mengundang teman - teman semua untuk 'ngaji' bareng tentang cloud computing bersama mbak megah fadhillah salah satu solution architect di Amazon Web Services (AWS) yang akan di adakan pada : 📅 : 16 desember 2020 ⏰ : 16.00 - 17.00 Kita tunggu kehadiran teman - teman semua 😊. Link nya sebelah sini yah : https://bit.ly/ngajicloud *FYI : masih banyak lagi webinar yang akan di adakan dalam 'Ngaji Teknologi' yah temen - temen semua. Ikuti terus updatenya dan jangan lupa follow IG nya Hackathon Santri : https://instagram.com/hackathonsantri,,,
spam,yg lg seminar di depok kalo mau mampir ke tempat ane boleh dah. :D,,,
spam,FREE WEBINAR Cyber Night Session #6 “Kupas Tuntas Pinjol Illegal Akses dan Dark Web” Come and join us : 🗓: Sabtu 4 September 2021 ⏰: 20.00 WIB – 21.30 WIB (08.00 PM Jakarta Time) 💻: Zoom Meeting Pembicara 1: Tongam L. Tobing Ketua Satgas Waspada Investigasi OJK Pembicara 2: Endo Priambodo Direktorat Tindak Pidana Siber - Bareskrim Polri Pembicara 3: Raditya Iryandi Cyber Security Practitioner Pembicara 4 : Ruby Alamsyah Pakar Forensik Digital Host : Agung Primamorista Cyber Security Practitioner Partner at TYP Law Firm 👤 : max 300 peserta Tanpa memerlukan registrasi Acara ini disponsori oleh TYP Law Firm Meeting ID: 554 803 3057 Passcode: 5wncYR Visit our Youtube: https://youtu.be/P_PbRzpl8ME,,,
spam,░▒▓█ KAMI RELAWAN █▓▒░ ✨PROUDLY PRESENT✨ ~~~~~~~~ { WEBINAR NASIONAL | PENDIDIKAN } ~~~~~~~~ 📌 Tema : Potret Pendidikan di Daerah Pelosok Indonesia pada Masa Pandemi Narasumber : 👨‍💼 Akbar Qurani Hidayatullah Pengajar Muda XVII Indonesia Mengajar 👩‍💼 Nurul Hakiki Sabila S.Pd. Pengajar SDN 3 Buwun Mas Sekotong Lombok Barat 👨‍💼 Fatoni Surya Winata Amd Si. Pemerhati gizi anak 👩‍💼 Havina Bella Oktesia Inisiator Gerakan Belitung Mengajar Moderator : 👩‍💼 Thara Andani S. Sos. Pengajar dan Relawan Pelaksanaan 🗓️ : Sabtu 14 November 2020 ⏰ : 08.00 s.d. 12.00 WIB 💻 : Zoom Meeting (link akan dishare melalui Grup telegram). 🏷️ KETENTUAN PENDAFTARAN🏷️ 1. Wajib follow instagram @kamirelawan.id http://bit.ly/AkunInstagramKR @infokupedia.id http://bit.ly/Infokupedia 2. Subscribe channel kamirelawanofficial http://bit.ly/ChannelYtKR 3. Share Flayer/ BC an ke-5 grup Link Pendaftaran : http://bit.ly/WEBNASPendidikanKR Benefit : 🎗️Ilmu yang bermanfaat 🤵Teman dan relasi 📃 E-sertifikat 🛍️ Doorprize FREE & TERBUKA UNTUK UMUM💥 ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖ Contak person: 📱0895-2591-5172 Admin Kami Relawan ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖ #KamiRelawan #WebNasKamiRelawan #PendidikanIndonesia #MajuBersama #IndonesiaLebihBaik,,,
spam,FREE WEBINAR Cyber Night Session #6 “Kupas Tuntas Pinjol Illegal Akses dan Dark Web” Come and join us : 🗓: Sabtu 4 September 2021 ⏰: 20.00 WIB – 21.30 WIB (08.00 PM Jakarta Time) 💻: Zoom Meeting Pembicara 1: Tongam L. Tobing Ketua Satgas Waspada Investigasi OJK Pembicara 2: Endo Priambodo Direktorat Tindak Pidana Siber - Bareskrim Polri Pembicara 3: Raditya Iryandi Cyber Security Practitioner Pembicara 4 : Ruby Alamsyah Pakar Forensik Digital Host : Agung Primamorista Cyber Security Practitioner Partner at TYP Law Firm 👤 : max 300 peserta Tanpa memerlukan registrasi Acara ini disponsori oleh TYP Law Firm Meeting ID: 554 803 3057 Passcode: 5wncYR Visit our Youtube: https://youtu.be/P_PbRzpl8ME,,,
spam,ELLEN MAY INSTITUTE ARE HIRING FRONT END DEVELOPER Lokasi Kantor: Solo Persyaratan: -Memiliki pengalaman min 2 tahun sebagai developer -Memiliki pengalaman min 2 tahun dalam VueJS/ ReactJS -Berpengalaman menggunakan HTML5 CSS3 Javascript -Menguasai CSS Preprocessor (SASS Stylus) Bootstrap 3/4 Progressive Web Apps (PWA) lebih diutamakan Job Desc: -Memantain dan mengembangkan fitur front end website dan aplikasi milik Ellen May Institute Benefit: -Gaji 3.000.00000 – 8.000.00000 -Fasilitas kos gratis bagi kandidat dari luar Solo setelah probation 3 bulan -Makan siang -Salary naik dua kali dalam setahun -Fasilitas empowerment untuk development Jika berminat silahkan apply ke link yg ada di poster diatas. Thank you and have a nice day!,,,
spam,Upgrade Skill Anda dalam menghadapi Tantangan Global dengan Internet of Things Training dan Praktik Microcontroller untuk Aplikasi Berbasis IoT. Pertumbuhan industri IoT sangat pesat di Indonesia seperti Grab Wheels ReCharge Indonesia BlueMart Vending Machine dan PopBox TETAPI masih sangat sedikit IoT Engineer di Indonesia. Setelah sukses pada Pelatihan Batch 1 kali ini Nusantech membuka Pelatihan Batch 2. Nusantech Academy membuka gerbang karir Anda sebagai IoT Engineer dengan dibantu oleh mentor profesional di dunia IoT Mas Nazmi Febrian S.T M.T (Senior IoT Engineer Axiata Digital Labs) Benefit dari pelatihan ini: 1. Produk IoT yang bisa Anda gunakan di rumah 2. Sertifikat pelatihan 3. Pendampingan langsung oleh mentor 4. Forum diskusi terkait IoT dan Microcontroller Biaya Pelatihan: Harga Normal: Rp 800.000 Early Bird: Rp 199.000 (s.d 19 Agustus 2020) Paket Coorporate 3 Orang: Rp 900.000 SPESIAL KEMERDEKAAN: Rp 295.000 (20 Agustus s.d 11 September 2020) * + Rp 200.000 untuk Biaya Alat (opsional jika belum memiliki) BONUS MATERI GRATIS UNTUK ANDA: Device Management Platform in IoT Application (https://academy.nusantech.com/device-management-platform-iot-apps/) ㅤㅤㅤㅤㅤㅤ Ayo segera registrasi di: bit.ly/nusantechiotmicrobatch2 atau hubungi 081214136860 untuk informasi lebih lanjut. ㅤㅤㅤㅤㅤㅤ *Untuk bahan praktik tidak termasuk biaya pelatihan dan dapat dilihat daftar alat dan link pembeliannya disini: https://bit.ly/nusantechalatIoT,,,
spam,Online Meetup pertama bagi C/C++ Warriors Indonesia akan membahas Test Driven Development in Modern C++ with Catch2 and FakeIt bareng Wijaya Adhisurya (RnD Software Engineer di PT. Hariff Daya Tunggal Engineering). Kita akan membahas urgensi TDD bagaimana menerapkannya dalam Modern C++ pilihan apa saja yang tersedia dan apa yang menarik dari Catch2 dan FakeIt sehingga patut jadi pilihan. Platform yang akan digunakan adalah Zoom daftar gratis sekarang agar link pertemuan dapat dikirimkan via email sesaat sebelum acara dimulai. Daftar sekarang: http://bit.ly/idcplc_ol1,,,
spam,Halo Generasi Muda Indonesia! Saya Rossianna Dewi dari Institut Teknologi Del mengajak kalian untuk menjadi bagian dari acara terbesar mahasiswa dan pelajar Indonesia tahun ini – FMBPI 2021! 🙋🏻‍♀️🙋🏻‍♂️ Menyambut tahun ajaran baru 2021 SejutaCita beserta 30 BEM Kampus se-Indonesia mempersembahkan Orientasi Kampus Tingkat Nasional yang pertama di Indonesia. Rangkaian acara dibuka untuk umum (mahasiswa pelajar dll). 🤩🥳 Talkshow: Menghadirkan 14 pembicara tokoh nasional di antaranya Bpk. Sandiaga Uno (Menparekraf) Mbak Najwa Shihab (Founder Narasi TV) Ibu Rumtini (Kepala Divisi Seleksi dan Rekrutmen Beasiswa LPDP) untuk berbagi tips & tricks sukses di perkuliahan dengan 6 tema utama: 🎉 Beasiswa 🎉 Sukses di Dunia Kuliah 🎉 Student Exchange 🎉 Literasi Finansial 🎉 Kesehatan Mental 🎉 S2 di Luar Negeri ⭐ Benefits ⭐ 🔵 Sertifikat tingkat nasional atas setiap acara talk show lomba dan beasiswa yang diikuti 🔵 Kesempatan mendapatkan dana penunjang pendidikan 🔵 Ilmu pengetahuan dan sharing fantastis dari para tokoh pembicara nasional 🔵 Mengapresiasi persembahan senior-senior dan kampus-kampus yang telah bekerja keras mengadakan event ini dengan pertimbangan bahwa tidak adanya ospek offline mungkin membuat teman-teman merasa kecewa 🔵 Merasakan euforia dan pengalaman unik mengikuti event bersama ratusan ribu mahasiswa lainnya di satu forum Jangan lewatkan acara terbesar mahasiswa dan pelajar Indonesia dan bersiaplah untuk terinspirasi berprestasi dan berkoneksi! ⬇️ Informasi Penting ⬇️ 📅 Festival: 27–29 Agustus 2021 🔗 www.sejutacita.id/fmbpi 📸 Instagram: @sejutacita.futureleaders 📲 Yuk daftar sebelum kuota habis melalui aplikasi SejutaCita (Google Play atau App Store) #festival #mahasiswa #mahasiswabaru #pelajar #indonesia #beasiswa #infobeasiswa #studentexchange #pertukaranpelajar #mahasiswaberprestasi #event #infoevent #webinar #infowebinar #talkshow #infotalkshow #kegiatan #infokegiatan #eventpelajar #eventmahasiswa #kegiatanmahasiswa #gratis #webinargratis #talkshowgratis #inspirasi #motivasi #prestasi #koneksi,,,
spam,⚠️Halo sobat semua rencana dalam waktu dekat ini Bang Eksco bakalan ngadain webinar lagi untuk komunitas ini. Tapi Bang Eksco mau minta saran dulu kira kira untuk topiknya mau ngebahas apa? Yuk di vote dulu yak !! anonymous poll Bahas pengenalan SQL – 143 👍👍👍👍👍👍👍 61% Bahas pengenalan phyton lagi – 91 👍👍👍👍 39% 👥 234 people voted so far.,,,
spam,Assalamulaikum dan selamat malam perkenalkan nama saya doni dari bengkulu mau tanya dalam belajar bahasa php awal pahami apa dulu ya abang2 dan mbak2 yang ada disini? dan adakah webinar buat basic pemula??? maaf kepo,,,
spam,⚠️Halo sobat semua rencana dalam waktu dekat ini Bang Eksco bakalan ngadain webinar lagi untuk komunitas ini. Tapi Bang Eksco mau minta saran dulu kira kira untuk topiknya mau ngebahas apa? Yuk di vote dulu yak !! anonymous poll Bahas pengenalan SQL – 156 👍👍👍👍👍👍👍 59% Bahas pengenalan phyton lagi – 107 👍👍👍👍👍 41% 👥 263 people voted so far.,,,
spam,⚠️Halo sobat semua rencana dalam waktu dekat ini Bang Eksco bakalan ngadain webinar lagi untuk komunitas ini. Tapi Bang Eksco mau minta saran dulu kira kira untuk topiknya mau ngebahas apa? Yuk di vote dulu yak !! anonymous poll Bahas pengenalan SQL – 144 👍👍👍👍👍👍👍 61% Bahas pengenalan phyton lagi – 93 👍👍👍👍👍 39% 👥 237 people voted so far.,,,
spam,⚠️Halo sobat semua rencana dalam waktu dekat ini Bang Eksco bakalan ngadain webinar lagi untuk komunitas ini. Tapi Bang Eksco mau minta saran dulu kira kira untuk topiknya mau ngebahas apa? Yuk di vote dulu yak !! anonymous poll Bahas pengenalan SQL – 146 👍👍👍👍👍👍👍 60% Bahas pengenalan phyton lagi – 97 👍👍👍👍👍 40% 👥 243 people voted so far.,,,
spam,⚠️Halo sobat semua rencana dalam waktu dekat ini Bang Eksco bakalan ngadain webinar lagi untuk komunitas ini. Tapi Bang Eksco mau minta saran dulu kira kira untuk topiknya mau ngebahas apa? Yuk di vote dulu yak !! anonymous poll Bahas pengenalan SQL – 153 👍👍👍👍👍👍👍 59% Bahas pengenalan phyton lagi – 107 👍👍👍👍👍 41% 👥 260 people voted so far.,,,
spam,Selamat sore izin share reminder pendaftaran beasiswa IDCamp ya kawan-kawan ->> Pendaftaran Beasiswa Alur Belajar Android dan Front-End Web Developer dari Indosat Ooredoo (IDCamp) 2020 akan berakhir hari Senin 8 Juni 2020. Dapatkan sertifikat dari Dicoding yang diakui Google sebagai satu-satunya Authorized Training Partner di Indonesia. Daftar sekarang juga GRATIS hanya di: https://idcamp.indosatooredoo.com Semoga bermanfaat 😊,,,
spam,👋👋Halo teman-teman siswa SMA/SMK seluruh Indonesia.👋👋 Program studi Bisnis Digital Politeknik Akbara proudly present: Business Plan Competition dengan total hadiah hingga 186 juta. Tema: “Inovasi Generasi Muda dalam Mengembangkan Bisnis di Era Industri Digital” 📆Timeline BPC Akbara • Pendaftaran dan pengumpulan karya: i. Gelombang 1 (1 Februari – 7 Februari) ii. Gelombang II (8 Februari – 14 Februari) • Penyeleksian proposal Business plan (15 Februari – 19 Februari) • Webinar Bisnis Digital dan Pengumuman 10 Finalis (20 Februari) • Konfirmasi ulang (20 Februari – 22 Februari) • Pengumuman Finalis 6 besar (25 Februari) • Technical Meeting (27 Februari) • Prosesi Presentasi Final dan Pengumuman Juara ( 06 Maret) 🗒️Biaya Pendaftaran Gelombang I : Rp. 50.000- Gelombang II : Rp. 75.000- 🎁Hadiah dan Penghargaan - Uang Pembinaan - Trophi - Piagam - Potongan biaya pendidikan 15 juta di Politeknik Akbara 📥 Link Pendaftaran BPC Akbara 📌 bit.ly/BusinessPlanAkbara* 📥 Link Download Buku Panduan BPC Akbara 📌 bit.ly/panduanBPCAkbara* *Untuk search link pastikan penulisan huruf kapital dan huruf kecil sesuai. ☎️ More info Whatsapp dan telepon Galuh: 085648047501 Arista: 08989850658 Instagram: @bisnisdigitalakbara dan @akbara.surakarta Website: www.akbara.ac.id Ayo jangan sampai ketinggalan. Daftarkan dirimu sekarang. Ayo jadi entrepreneur digital bersama prodi Bisnis Digital Politeknik Akbara Surakarta,,,
spam,mungkin yang belum join beasiswa dicoding.. bisa silakan DM saya atau klik link ini bit.ly/beasiswaAWSdicoding Keuntungan : ➡️ Gratis ➡️ Sertifikat untuk memperbagus CV ➡️ Mengasah Skill ➡️ Menambah ilmu Noted ➡️ mendapatkan token via email sesudah mendaftar untuk di tukarkan di platform dicoding.com ➡️ Jangan lupa untuk menukarkan tokennya pada website https://www.dicoding.com/tokens/activation,,,
spam,Dengan Hormat Bapak/Ibu/Saudara/Saudari Dalam rangka memeriahkan Hari Buku Nasional pada tanggal 17 Mei 2018 kami mengajak Bapak/Ibu/Saudara/Saudari untuk berdonasi cerita dalam bentuk tulisan. Latar belakang ajakan untuk berdonasi tulisan secara kolektif ini berawal dari keprihatinan bahwa: - Minimnya ketersediaan akses internet sebagai media pembelajaran terutama di luar Pulau Jawa; - Minimnya ketersediaan koleksi buku Keamanan Teknologi Informasi (IT Security) berbahasa Indonesia di perpustakaan; - Jumlah pertanyaan berkualitas rendah masih dominan ditemui pada forum/milis Keamanan Teknologi Informasi (IT Security) yang sebetulnya bisa terjawab apabila membaca manual; Harapan kami dengan adanya buku yang berisi kumpulan cerita ringan dari para pemangku kepentingan (stakeholder) di dunia Keamanan TI (praktisi dosen pembicara pembuat kebijakan penegak hukum pengusaha dll) yang dirangkai berupa buku digital (e-book) dapat diunduh gratis dan bebas dibagikan dapat menjadi salah satu sumber inspirasi bagi generasi penerus bangsa. Adapun topik yang dituliskan dapat berupa: 1. Cerita pengalaman bagaimana kemudian bisa terjun ke dunia Keamanan TI; 2. Belajar Keamanan TI mulai dari mana; 3. Bagaimana cara belajar masing-masing ketika mempelajari suatu topik; 4. Apa yang dilakukan untuk selalu memperbarui (update) dengan dunia Keamanan TI; 5. Nasihat bagi para pemula yang ingin memasuki dunia Keamanan TI; 6. Buku-buku apa saja yang paling berkesan sepanjang berkarir di dunia Keamanan TI; 7. Cerita lain yang sekiranya relevan dengan dunia Keamanan TI. Ketentuan Donasi Tulisan: 1. Setiap donatur membuat cerita menggunakan Bahasa Indonesia (tidak wajib menggunakan bahasa baku); 2. Tidak ada batasan jumlah minimal atau maksimal banyaknya kata; 3. Boleh disertai gambar yang berkaitan dengan cerita; 4. Isi tidak mengandung unsur SARA ujaran kebencian pornografi muatan politik atau tindakan yang melanggar hukum; 5. Donatur boleh mengirim lebih dari satu tulisan (tim perangkai buku akan memilih satu). Tata Cara Donasi 1. Donasi tulisan dapat mulai dikirim pada tanggal 14 Februari 2018 melalui surel ke rini@ngesec.id 2. Batas akhir donasi adalah tanggal 15 April 2018. 3. Menyertakan biodata singkat (boleh menggunakan nama panggilan/nickname) dan bidang yang sedang ditekuni saat ini. Narahubung Tim Perangkai Buku Dalam hal terdapat pertanyaan seputar ajakan tulisan kolektif ini dapat menghubungi: Rini Hasma Surel : rini@ngesec.id hp: 0895355635322,,,
spam,https://youtu.be/4xSpv4v3SJ0 https://youtu.be/0qOLCfvNDts https://youtu.be/ixHipw_Eclc https://youtu.be/qysU7cYMKc8 mohon bantuan nya buat tugas kuliah like dan komen ya gasssss karena like dan komen itu gratis…….,,,
spam,Bagi teman2 yang membutuhkan informasi hardware requirement untuk masing2 training dan workshop 21 Juli 2021 sudah ada di website https://www.honeynet.or.id/sgumitevent2021/,,,
spam,https://www.udemy.com/hands-on-machine-learning-with-r/?couponCode=MLWITHR_FREECOUPON <- gratis,,,
spam,🌐 Web Hosting Unlimited SSD 📑 Spesifikasi ✅ 5 GB SSD Storage ✅ Unlimited Bandwith ✅ Unlimited Akun E-Mail ✅ 1 Website ✅ Teknologi SSD NVMe ✅ 300+ Aplikasi Softaculous Sekali Install ✅ Backup setiap seminggu sekali ✅ Unlimited Subdomain ✅ Cpanel Kontrol Panel ✅ Litespeed Enterprise Webserver ✅ Imunify360 Proactive Defense™ ✅ Gratis SSL Certificate ✅ 30 Hari Garansi Uang kembali ✅ 99% Uptime ✅ Perlindungan Anti DDos Attack ✅ Mendukung Python Nodejs dan PHP ✅ Mendukung layanan customer service dan teknis ✅ Dan masih banyak lagi Harga cuman 75.000 per tahun (harga normal Rp.150.000),,,
spam,NGESEC #14 The OSCP Journey Teman Ngerumpi: Girindro Pringgo Digdo Akan selalu GRATIS & terbuka UNTUK UMUM Rabu 24 Januari 2018 Pk 20.00 WIB Registrasi : http://s.id/140M Online Streaming : http://s.id/15mw Lokasi Galeri Kelas Pagi Yogyakarta Creative Space JL. Brigjend Katamso | Prawirodirjan GM II/1226 Gondomanan - Yogyakarta Peta : http://s.id/k17 Call For Paper/Presentation: @orangmiliter at Telegram Info: www.kelaspagiyogyakarta.com,,,
spam,🌐 Web Hosting Unlimited SSD 📑 Spesifikasi ✅ 5 GB SSD Storage ✅ Unlimited Bandwith ✅ Unlimited Akun E-Mail ✅ 1 Website ✅ Teknologi SSD NVMe ✅ 300+ Aplikasi Softaculous Sekali Install ✅ Backup setiap seminggu sekali ✅ Unlimited Subdomain ✅ Cpanel Kontrol Panel ✅ Litespeed Enterprise Webserver ✅ Imunify360 Proactive Defense™ ✅ Gratis SSL Certificate ✅ 30 Hari Garansi Uang kembali ✅ 99% Uptime ✅ Perlindungan Anti DDos Attack ✅ Mendukung Python Nodejs dan PHP ✅ Mendukung layanan customer service dan teknis ✅ Dan masih banyak lagi Harga cuman 75.000 per tahun (harga normal Rp.150.000),,,
spam,Assalamu'alaikum Rekan-rekan odoo Berikut ini adalah dokumentasi webinar IZI dengan tema Mudahnya Mengintegrasikan odoo dengan Marketplace https://www.youtube.com/watch?v=iDDXxycuMEk Bagi anda yang membutuhkan materi presentasi silahkan isi form ini https://bit.ly/materiwebinarizi Insya Allah tim kami akan mengirimkan materi terkait untuk anda dalam waktu anda. #IZI4umkm #IZIxODOO,,,
spam,#forsale#sale#Reseller Update Wa Gateway M pedia v.4 Demo v4 https://demowa2.m-pedia.my.id Demo v3 http://demowa.m-pedia.my.id New fitur : - Multi Nomor whatsap - Registrasi - Api key - Variable nama di blast message {nama} Fitur tetap : - Blast Message/pesan massal - Schedule/jadwal message - Auto respond Via web. - Webhook Chat - Webhook Group Fitur dihilangkan di versi 4 - Wa Web ( Kebutuhan cs ) Jika butuh fitur itu bisa pakai versi 3 ( soon perbaikan ) Perbaikan : - API send Media & doc - Pesan masal text & doc - auto reply Silahkan untuk yang sudah order bisa wa 081511684195 untuk mendaptkan update 😊 ( karna system error jadi tidak bisa kirim update otomatis 🙏 dan ada ketentuan sedikit ) Untuk Yang belum order silahkan di order bossQ WA Api gateway Pastinya tanpa biaya bulanan dan gratis update! Support install di hosting shared. Minat bisa wa 081511684195,,,
spam,Assalamu'alaikum.. Halo temen - temen semua.. sebagaimana kita ketahui.. cloud computing adalah salah satu teknologi yang paling 'hot' dan juga paling banyak diminati. So pasti kita harus kenal nih dengan yang namanya teknologi cloud Dan pada kesempatan kali ini perkenankan kami mengundang teman - teman semua untuk 'ngaji' bareng tentang cloud computing bersama mbak megah fadhillah salah satu solution architect di Amazon Web Services (AWS) yang akan di adakan pada : 📅 : 16 desember 2020 ⏰ : 16.00 - 17.00 Kita tunggu kehadiran teman - teman semua 😊. Link nya sebelah sini yah : https://bit.ly/ngajicloud *FYI : masih banyak lagi webinar yang akan di adakan dalam 'Ngaji Teknologi' yah temen - temen semua. Ikuti terus updatenya dan jangan lupa follow IG nya Hackathon Santri : https://instagram.com/hackathonsantri,,,
spam,Aplikasi membaca novel ini luar biasa! Ini benar-benar gratis dan saya sudah membaca banyak novel asli dan tidak membayar sepeser pun. Luar biasa! Anda dapat mengklik tautan di bawah ini untuk mengunduh dan menggunakannya. Jangan lupa untuk memasukkan kode undangan saya 1320592 untuk tambahan 30000 poin bonus! https://zei6iaqu-fey3ybur3q-an.a.run.app/dffnovelah.html?ggc=1320592%7C3%7C1%7C215&shareDate=20210831&t=1,,,
spam,Selamat siang permisi Kak. Numpang share informasi terkait yang mungkin bermanfaat buat temen-temen di sini 🙏 Selama bulan Ramadan Pacmann mengadakan Hands-On Workshop Series dengan berbagai tema menarik setiap minggunya. Info selengkapnya dapat dilihat di brosur. Untuk pendaftaran bisa melalui tautan ini: bit.ly/PendaftaranPacmannWorkshop Ada Free webinar juga di sini: bit.ly/PendaftaranPacmannWebinar Terimakasih Kak,,,
spam,Selamat malam rekan-rekan semuanya. Kami dari admin Orang SIber berencana untuk membuat kaos baju dan mengajak rekan rekan semua yang berminat untuk ikut bersama membuat baju/kaos ini. Keuntungan yang didapat dalam penjualan kaos ini akan dipergunakan untuk menunjang kegiatan edukasi dan kemajuan komunitas Orang Siber Indonesia seperti pembelian hosting dan domain untuk web yang dicanangkan untuk semua member yang didalamnya ada free modul dan pembelajaran VPS (CTF lab pentest lab simulasi) Platform meetings premium untuk webinar dan lainnya yang dapat menunjang kegiatan edukasi supaya komunitas ini dapat terus menghadirkan kegiatan edukasi yang gratis dan bermanfaat. Baju/Kaos secara official hanya dapat didapatkan di tokopedia dengan sistem preorder sampai 10 januari 2021 dengan link : https://www.tokopedia.com/zuckergates/kaos-orang-siber-indonesia Tipe kaos Premium - Cotton Combed 30s + Sablon Plastisol by @Thankfuel.id. Keep Learning & Keep Sharing - @orangsiber,,,
spam,Selamat malam rekan-rekan semuanya. Kami dari admin Orang SIber berencana untuk membuat kaos baju dan mengajak rekan rekan semua yang berminat untuk ikut bersama membuat baju/kaos ini. Keuntungan yang didapat dalam penjualan kaos ini akan dipergunakan untuk menunjang kegiatan edukasi dan kemajuan komunitas Orang Siber Indonesia seperti pembelian hosting dan domain untuk web yang dicanangkan untuk semua member yang didalamnya ada free modul dan pembelajaran VPS (CTF lab pentest lab simulasi) Platform meetings premium untuk webinar dan lainnya yang dapat menunjang kegiatan edukasi supaya komunitas ini dapat terus menghadirkan kegiatan edukasi yang gratis dan bermanfaat. Baju/Kaos secara official hanya dapat didapatkan di tokopedia dengan sistem preorder sampai 10 januari 2021 dengan link : https://www.tokopedia.com/zuckergates/kaos-orang-siber-indonesia Tipe kaos Premium - Cotton Combed 30s + Sablon Plastisol by @Thankfuel.id. Keep Learning & Keep Sharing - @orangsiber,,,
spam,NGESEC #13 Bad USB - Make Device Into Evil Maid teman ngerumpi: Edo Maland Akan selalu GRATIS & terbuka UNTUK UMUM Rabu 20 Desember 2017 Pk 19.00 WIB s.d selesai Registrasi : http://s.id/Q1w Lokasi Galeri Kelas Pagi Yogyakarta Creative Space JL. Brigjend Katamso | Prawirodirjan GM II/1226 Gondomanan - Yogyakarta Peta : http://s.id/k17 Call For Paper/Presentation: @orangmiliter at Telegram Info: www.kelaspagiyogyakarta.com,,,
spam,BUILD ONCE DEPLOY ANYWHERE Hanya dengan sekali membuat anda bisa bisa mendapatkan 3 sekaligus aplikasi berbasis web apk android dan iOS. Bahasa pemrograman yang digunakan adalah HTML CSS dan Javascript. Penasaran? Ikuti webinar kami untuk mengetahuinya lebih lanjut! Tunggu apa lagi? AYO SEGERA DAFTAR! Hanya 25k! https://bit.ly/hybrid_batch Untuk informasi lebih lanjut silahkan hubungi : - Shella : (0811 8898 005) - Indra : (0812 5252 0102),,,
spam,BUILD ONCE DEPLOY ANYWHERE Hanya dengan sekali membuat anda bisa bisa mendapatkan 3 sekaligus aplikasi berbasis web apk android dan iOS. Bahasa pemrograman yang digunakan adalah HTML CSS dan Javascript. Penasaran? Ikuti webinar kami untuk mengetahuinya lebih lanjut! Tunggu apa lagi? AYO SEGERA DAFTAR! Hanya 25k! https://bit.ly/hybrid_batch Untuk informasi lebih lanjut silahkan hubungi : - Shella : (0811 8898 005) - Indra : (0812 5252 0102),,,
spam,Pernah mengalami pembajakan akun sosial media? Pernah terjebak di web phising? Data kita yang berisi informasi personal dan pribadi tersebar karena data breach? Akun kita digunakan untuk penipuan? Terkena berita hoax? Mau sampai kapan? Semua serangan siber baik soceng phising dan lainnya itu terjadi karena kesalahan dan kelalaian kita sendiri yang kurang waspada dan berhati-hati dalam mengelola akun dan informasi pribadi kita. Walaupun demikian banyak cara untuk mencegah dan mengurangi risiko serangan siber tersebut salah satunya dengan menerapkan Framework Perlindungan Data Pribadi Mandiri. Pada webinar kali ini kita akan membahas tentang bagaiman menerapkan framework PDP mandiri yang dapat dikelola oleh setiap orang untuk menghadapi serangan siber dan mengamankan data pribadi kita supaya tidak disalahgunakan. N.B.: target materi ini bukanlah untuk Anda saja namun orang tua saudara keluarga dekat Anda yang punya risiko besar terkena serangan siber baik serangan disinformasi maupun serangan logic karena kurang pengetahuan dan mudah dipengaruhi penyerang/penipu. https://www.youtube.com/watch?v=_iaRD6yUQ7Y,,,
spam,NGESEC #12 Introduction to CTF teman ngerumpi: Bayu Fedra Akan selalu GRATIS & terbuka UNTUK UMUM Rabu 29 November 2017 Pk 19.00 WIB s.d selesai Registrasi : http://s.id/L1w Lokasi Galeri Kelas Pagi Yogyakarta Creative Space JL. Brigjend Katamso | Prawirodirjan GM II/1226 Gondomanan - Yogyakarta Peta : http://s.id/k17 Call For Paper/Presentation: @orangmiliter at Telegram Info: www.kelaspagiyogyakarta.com,,,
spam,🛑Double Webinar Internasional🛑 Hallo sobat YFN😍 sedang mempersiapkan diri untuk kuliah di luar negeri dengan Beasiswa? Wajib ikutan ini nih🥳 ➡️Tema : Study at Chongqing University with CSC Scholarship. Bersama kak Naning Putri Utami Master of International Business. ⏰Rabu 26 Agustus 2020 Pukul 19.00 WIB ➡️ Tema : Beyond the Scholarship Bersama kak Fauzan Muzakki. Master of Spatial Engineering. ⏰ Kamis 27 August 2020 Pukul 19.00 wib BENEFIT: 💚 e-sertifikat 💚 ilmu bermanfaat 💚 Relasi Nasional dan internasional 💚 kesempatan bergabung di Youth For Nation ✅ GRATIS Ketentuan : 1. Tulis alasan kamu ingin belajar di luar negeri di video ini (Link ada juga di IG YFN) https://youtu.be/6RivWpJXe0I 2. Subcribe kanal YT YFN www.youtube.com/hijabtuber 3. Follow IG www.instagram.com/yfn.id www.instagram.com/ruangbahasaid_ 4. Kirim info ini ke 5 grup (Boleh wa line atau Telegram) Semua di Screenshot dan kirim ke WA Kak senja: 0857-3304-8954,,,
spam,Seminar octocoin om,,,
